Product_ID,Region,Category,Base_Cost,Brand_Strength_Score,Price_Tier,Max Allowed Mark up%,Recommended_selling_price,Mark up % Used,Warning,Target_revenue,Target_margin
12627,France,Food & Refreshment,8.69,1,Value,12,9.732800000000001,12.00000000000001,OK,430000,0.29
12628,France,Home Care,12.95,3,Value,10,14.245,10.00000000000001,OK,430000,0.29
12629,France,Home Care,2.2,4,Standard,25,2.75,25.0,OK,430000,0.29
12630,Germany,Food & Refreshment,11.89,10,Premium,55,18.4295,55.00000000000001,OK,460000,0.31
12631,Germany,Food & Refreshment,10.27,5,Standard,28,13.1456,28.0,OK,460000,0.31
12632,Germany,Personal Care,2.17,5,Standard,30,2.821,30.0,OK,460000,0.31
12633,UK,Home Care,10.57,7,Standard,25,13.2125,25.0,OK,520000,0.32
12634,Spain,Home Care,6.9,10,Premium,50,10.35,50.00000000000002,OK,410000,0.3
12635,France,Home Care,14.2,8,Premium,50,21.3,49.99999999999998,OK,430000,0.29
12636,France,Food & Refreshment,2.55,9,Premium,55,3.9525,55.00000000000001,OK,430000,0.29
12637,Germany,Personal Care,9.82,7,Standard,30,12.766,30.0,OK,460000,0.31
12638,France,Home Care,6.04,5,Standard,25,7.55,25.0,OK,430000,0.29
12639,France,Food & Refreshment,14.37,9,Premium,55,22.2735,55.00000000000001,OK,430000,0.29
12640,Spain,Home Care,5.28,8,Premium,50,7.92,50.0,OK,410000,0.3
12641,Germany,Personal Care,14.45,10,Premium,60,23.12,60.00000000000001,OK,460000,0.31
12642,Spain,Home Care,13.57,9,Premium,50,20.355,50.0,OK,410000,0.3
12643,UK,Personal Care,4.42,10,Premium,60,7.072,60.00000000000001,OK,520000,0.32
12644,UK,Personal Care,12.15,8,Premium,60,19.44,60.00000000000001,OK,520000,0.32
12645,UK,Home Care,14.94,6,Standard,25,18.675,25.0,OK,520000,0.32
12646,Germany,Home Care,4.16,4,Standard,25,5.2,25.0,OK,460000,0.31
12647,France,Personal Care,6.83,9,Premium,60,10.928,60.00000000000001,OK,430000,0.29
12648,Germany,Food & Refreshment,8.04,9,Premium,55,12.462,55.00000000000001,OK,460000,0.31
12649,Germany,Personal Care,4.78,10,Premium,60,7.648000000000001,60.00000000000001,OK,460000,0.31
12650,France,Home Care,0.72,10,Premium,50,1.08,50.00000000000002,OK,430000,0.29
12651,Spain,Home Care,3.69,9,Premium,50,5.535,50.0,OK,410000,0.3
12652,UK,Food & Refreshment,4.59,10,Premium,55,7.1145,55.00000000000001,OK,520000,0.32
12653,Spain,Personal Care,6.93,3,Value,15,7.969499999999999,14.99999999999999,OK,410000,0.3
12654,UK,Personal Care,2.98,3,Value,15,3.427,14.99999999999999,OK,520000,0.32
12655,Germany,Personal Care,13.16,6,Standard,30,17.108,30.0,OK,460000,0.31
12656,UK,Home Care,10.72,6,Standard,25,13.4,25.0,OK,520000,0.32
12657,Germany,Personal Care,1.74,6,Standard,30,2.262,30.0,OK,460000,0.31
12658,Spain,Food & Refreshment,9.93,5,Standard,28,12.7104,28.0,OK,410000,0.3
12659,Germany,Home Care,9.98,5,Standard,25,12.475,25.0,OK,460000,0.31
12660,Spain,Home Care,14.37,2,Value,10,15.807,10.00000000000001,OK,410000,0.3
12661,France,Personal Care,0.54,7,Standard,30,0.7020000000000001,30.0,OK,430000,0.29
12662,France,Food & Refreshment,4.1,4,Standard,28,5.247999999999999,28.0,OK,430000,0.29
12663,France,Home Care,13.95,3,Value,10,15.345,10.00000000000001,OK,430000,0.29
12664,Germany,Home Care,14.02,8,Premium,50,21.03,50.00000000000002,OK,460000,0.31
12665,France,Personal Care,10.95,4,Standard,30,14.235,30.0,OK,430000,0.29
12666,UK,Personal Care,11.6,4,Standard,30,15.08,30.0,OK,520000,0.32
12667,Spain,Food & Refreshment,1.83,8,Premium,55,2.8365,55.00000000000001,OK,410000,0.3
12668,Spain,Personal Care,7.95,1,Value,15,9.1425,14.99999999999999,OK,410000,0.3
12669,UK,Food & Refreshment,3.86,9,Premium,55,5.983,55.00000000000001,OK,520000,0.32
12670,Germany,Home Care,3.13,7,Standard,25,3.9125,25.0,OK,460000,0.31
12671,Germany,Food & Refreshment,12.25,2,Value,12,13.72,12.00000000000001,OK,460000,0.31
12672,Spain,Food & Refreshment,2.46,6,Standard,28,3.1488,28.0,OK,410000,0.3
12673,France,Food & Refreshment,7.3,8,Premium,55,11.315,55.00000000000001,OK,430000,0.29
12674,Germany,Home Care,14.11,5,Standard,25,17.6375,25.0,OK,460000,0.31
12675,Germany,Personal Care,3.19,6,Standard,30,4.147,30.0,OK,460000,0.31
12676,UK,Home Care,14.68,10,Premium,50,22.02,50.0,OK,520000,0.32
12677,UK,Personal Care,14.92,8,Premium,60,23.872,60.00000000000001,OK,520000,0.32
12678,France,Food & Refreshment,8.56,6,Standard,28,10.9568,28.0,OK,430000,0.29
12679,Germany,Food & Refreshment,2.97,9,Premium,55,4.6035,55.00000000000001,OK,460000,0.31
12680,Germany,Food & Refreshment,5.08,9,Premium,55,7.874000000000001,55.00000000000001,OK,460000,0.31
12681,UK,Food & Refreshment,6.66,9,Premium,55,10.323,55.00000000000001,OK,520000,0.32
12682,Germany,Food & Refreshment,4.99,6,Standard,28,6.3872,28.0,OK,460000,0.31
12683,Spain,Personal Care,4.57,9,Premium,60,7.312000000000001,60.00000000000001,OK,410000,0.3
12684,UK,Personal Care,14.6,3,Value,15,16.79,14.99999999999999,OK,520000,0.32
12685,France,Food & Refreshment,2.72,5,Standard,28,3.4816,28.0,OK,430000,0.29
12686,UK,Home Care,11.13,2,Value,10,12.243,10.00000000000001,OK,520000,0.32
12687,Germany,Home Care,0.51,8,Premium,50,0.765,50.0,OK,460000,0.31
12688,France,Food & Refreshment,9.14,4,Standard,28,11.6992,28.0,OK,430000,0.29
12689,UK,Personal Care,13.78,6,Standard,30,17.914,30.00000000000003,OK,520000,0.32
12690,Spain,Home Care,4.68,6,Standard,25,5.85,25.0,OK,410000,0.3
12691,Spain,Home Care,3.19,5,Standard,25,3.9875,25.0,OK,410000,0.3
12692,UK,Home Care,9.95,1,Value,10,10.945,10.00000000000001,OK,520000,0.32
12693,Spain,Food & Refreshment,10.83,7,Standard,28,13.8624,28.0,OK,410000,0.3
12694,Spain,Home Care,10.48,10,Premium,50,15.72,50.0,OK,410000,0.3
12695,Spain,Home Care,5.13,8,Premium,50,7.695,50.0,OK,410000,0.3
12696,France,Home Care,4.16,1,Value,10,4.576000000000001,10.00000000000001,OK,430000,0.29
12697,Spain,Home Care,14.36,10,Premium,50,21.54,50.0,OK,410000,0.3
12698,Spain,Personal Care,13.89,7,Standard,30,18.057,30.0,OK,410000,0.3
12699,Spain,Food & Refreshment,7.13,4,Standard,28,9.1264,28.0,OK,410000,0.3
12700,France,Food & Refreshment,12.77,6,Standard,28,16.3456,28.0,OK,430000,0.29
12701,UK,Personal Care,7.06,9,Premium,60,11.296,60.00000000000001,OK,520000,0.32
12702,Germany,Personal Care,6.65,5,Standard,30,8.645000000000001,30.0,OK,460000,0.31
12703,Spain,Food & Refreshment,2.77,8,Premium,55,4.2935,55.00000000000001,OK,410000,0.3
12704,UK,Home Care,6.68,5,Standard,25,8.35,25.0,OK,520000,0.32
12705,Spain,Home Care,8.29,2,Value,10,9.119,10.00000000000001,OK,410000,0.3
12706,France,Food & Refreshment,0.83,4,Standard,28,1.0624,28.0,OK,430000,0.29
12707,UK,Home Care,6.94,2,Value,10,7.634000000000001,10.00000000000001,OK,520000,0.32
12708,France,Personal Care,11.83,7,Standard,30,15.379,30.0,OK,430000,0.29
12709,Spain,Home Care,10.36,7,Standard,25,12.95,25.0,OK,410000,0.3
12710,Spain,Home Care,9.71,3,Value,10,10.681,10.00000000000001,OK,410000,0.3
12711,France,Home Care,13.69,7,Standard,25,17.1125,25.0,OK,430000,0.29
12712,Germany,Food & Refreshment,0.76,1,Value,12,0.8512000000000001,12.00000000000001,OK,460000,0.31
12713,France,Personal Care,8.58,1,Value,15,9.866999999999999,14.99999999999999,OK,430000,0.29
12714,Spain,Home Care,11.92,9,Premium,50,17.88,50.0,OK,410000,0.3
12715,France,Food & Refreshment,8.35,6,Standard,28,10.688,28.0,OK,430000,0.29
12716,Germany,Home Care,5.2,5,Standard,25,6.5,25.0,OK,460000,0.31
12717,France,Personal Care,2.48,6,Standard,30,3.224,30.0,OK,430000,0.29
12718,Germany,Home Care,13.37,6,Standard,25,16.7125,25.0,OK,460000,0.31
12719,Germany,Personal Care,7.33,1,Value,15,8.429499999999999,14.99999999999999,OK,460000,0.31
12720,France,Home Care,13.23,5,Standard,25,16.5375,25.0,OK,430000,0.29
12721,France,Personal Care,8.99,9,Premium,60,14.384,60.00000000000001,OK,430000,0.29
12722,UK,Home Care,10.28,4,Standard,25,12.85,25.0,OK,520000,0.32
12723,Spain,Personal Care,12.16,3,Value,15,13.984,14.99999999999999,OK,410000,0.3
12724,Germany,Home Care,10.06,1,Value,10,11.066,10.00000000000001,OK,460000,0.31
12725,UK,Home Care,6.27,2,Value,10,6.897,10.00000000000001,OK,520000,0.32
12726,France,Food & Refreshment,7.95,3,Value,12,8.904000000000002,12.00000000000001,OK,430000,0.29
12727,Spain,Food & Refreshment,12.14,4,Standard,28,15.5392,28.0,OK,410000,0.3
12728,UK,Personal Care,5.92,7,Standard,30,7.696,30.0,OK,520000,0.32
12729,Germany,Home Care,6.13,6,Standard,25,7.6625,25.0,OK,460000,0.31
12730,UK,Personal Care,1.89,8,Premium,60,3.024,60.00000000000001,OK,520000,0.32
12731,Germany,Food & Refreshment,13.76,9,Premium,55,21.328,55.00000000000001,OK,460000,0.31
12732,France,Personal Care,1.82,6,Standard,30,2.366,30.0,OK,430000,0.29
12733,Spain,Personal Care,9.9,7,Standard,30,12.87,30.0,OK,410000,0.3
12734,Spain,Food & Refreshment,6.49,4,Standard,28,8.3072,28.0,OK,410000,0.3
12735,Spain,Home Care,6.38,2,Value,10,7.018000000000001,10.00000000000001,OK,410000,0.3
12736,France,Personal Care,10.35,9,Premium,60,16.56,59.99999999999999,OK,430000,0.29
12737,Germany,Food & Refreshment,1.47,9,Premium,55,2.2785,55.00000000000003,OK,460000,0.31
12738,France,Home Care,9.11,4,Standard,25,11.3875,25.0,OK,430000,0.29
12739,Spain,Food & Refreshment,11.69,3,Value,12,13.0928,12.00000000000001,OK,410000,0.3
12740,France,Personal Care,12.51,10,Premium,60,20.016,60.00000000000001,OK,430000,0.29
12741,France,Home Care,2.97,6,Standard,25,3.7125,25.0,OK,430000,0.29
12742,France,Home Care,13.51,3,Value,10,14.861,10.00000000000001,OK,430000,0.29
12743,Germany,Food & Refreshment,10.01,1,Value,12,11.2112,12.00000000000001,OK,460000,0.31
12744,UK,Food & Refreshment,13.29,4,Standard,28,17.0112,28.0,OK,520000,0.32
12745,UK,Food & Refreshment,7.54,1,Value,12,8.4448,12.00000000000001,OK,520000,0.32
12746,France,Home Care,8.36,2,Value,10,9.196,10.00000000000001,OK,430000,0.29
12747,UK,Home Care,13.83,3,Value,10,15.213,10.00000000000001,OK,520000,0.32
12748,UK,Personal Care,13.55,8,Premium,60,21.68,60.00000000000001,OK,520000,0.32
12749,France,Home Care,7.0,10,Premium,50,10.5,50.0,OK,430000,0.29
12750,France,Personal Care,4.48,4,Standard,30,5.824000000000001,30.0,OK,430000,0.29
12751,Spain,Food & Refreshment,6.2,4,Standard,28,7.936000000000001,28.0,OK,410000,0.3
12752,UK,Food & Refreshment,6.12,10,Premium,55,9.486,55.00000000000001,OK,520000,0.32
12753,Germany,Home Care,4.66,9,Premium,50,6.99,50.0,OK,460000,0.31
12754,France,Food & Refreshment,4.39,7,Standard,28,5.619199999999999,28.0,OK,430000,0.29
12755,Spain,Food & Refreshment,12.99,2,Value,12,14.5488,12.00000000000001,OK,410000,0.3
12756,Germany,Home Care,1.51,3,Value,10,1.661,10.00000000000001,OK,460000,0.31
12757,UK,Personal Care,10.33,4,Standard,30,13.429,30.0,OK,520000,0.32
12758,Spain,Home Care,3.01,4,Standard,25,3.7625,25.0,OK,410000,0.3
12759,France,Personal Care,5.5,10,Premium,60,8.8,60.00000000000001,OK,430000,0.29
12760,Germany,Home Care,1.39,8,Premium,50,2.085,50.0,OK,460000,0.31
12761,France,Home Care,4.41,10,Premium,50,6.615,50.0,OK,430000,0.29
12762,UK,Food & Refreshment,11.64,10,Premium,55,18.042,55.00000000000001,OK,520000,0.32
12763,Germany,Home Care,13.33,6,Standard,25,16.6625,25.0,OK,460000,0.31
12764,UK,Home Care,3.71,3,Value,10,4.081,10.00000000000001,OK,520000,0.32
12765,UK,Personal Care,7.22,9,Premium,60,11.552,60.00000000000001,OK,520000,0.32
12766,Spain,Food & Refreshment,7.32,10,Premium,55,11.346,55.00000000000001,OK,410000,0.3
12767,France,Personal Care,13.17,8,Premium,60,21.072,60.00000000000003,OK,430000,0.29
12768,Germany,Personal Care,11.56,9,Premium,60,18.496,60.00000000000001,OK,460000,0.31
12769,UK,Food & Refreshment,7.94,5,Standard,28,10.1632,28.0,OK,520000,0.32
12770,UK,Food & Refreshment,10.23,3,Value,12,11.4576,12.00000000000001,OK,520000,0.32
12771,Germany,Food & Refreshment,12.79,4,Standard,28,16.3712,28.0,OK,460000,0.31
12772,UK,Home Care,0.64,5,Standard,25,0.8,25.0,OK,520000,0.32
12773,Spain,Food & Refreshment,6.34,9,Premium,55,9.827,55.00000000000001,OK,410000,0.3
12774,Spain,Food & Refreshment,13.66,9,Premium,55,21.173,55.00000000000001,OK,410000,0.3
12775,Spain,Food & Refreshment,11.23,3,Value,12,12.5776,12.00000000000001,OK,410000,0.3
12776,Spain,Personal Care,8.37,7,Standard,30,10.881,30.0,OK,410000,0.3
12777,UK,Personal Care,8.18,6,Standard,30,10.634,30.0,OK,520000,0.32
12778,Germany,Home Care,5.54,4,Standard,25,6.925,25.0,OK,460000,0.31
12779,Germany,Personal Care,8.05,5,Standard,30,10.465,30.0,OK,460000,0.31
12780,Germany,Home Care,10.0,10,Premium,50,15.0,50.0,OK,460000,0.31
12781,Germany,Personal Care,6.57,2,Value,15,7.555499999999999,14.99999999999999,OK,460000,0.31
12782,France,Food & Refreshment,10.86,7,Standard,28,13.9008,28.0,OK,430000,0.29
12783,Germany,Personal Care,12.99,4,Standard,30,16.887,30.0,OK,460000,0.31
12784,France,Home Care,2.74,2,Value,10,3.014000000000001,10.00000000000001,OK,430000,0.29
12785,France,Personal Care,7.05,6,Standard,30,9.165000000000001,30.00000000000003,OK,430000,0.29
12786,Spain,Food & Refreshment,6.42,2,Value,12,7.1904,12.00000000000001,OK,410000,0.3
12787,France,Home Care,10.47,10,Premium,50,15.705,50.0,OK,430000,0.29
12788,UK,Food & Refreshment,4.12,2,Value,12,4.614400000000001,12.00000000000001,OK,520000,0.32
12789,France,Food & Refreshment,9.78,7,Standard,28,12.5184,28.0,OK,430000,0.29
12790,Spain,Home Care,13.22,1,Value,10,14.542,10.00000000000001,OK,410000,0.3
12791,France,Food & Refreshment,6.56,7,Standard,28,8.396799999999999,27.99999999999998,OK,430000,0.29
12792,UK,Food & Refreshment,13.71,10,Premium,55,21.2505,55.00000000000001,OK,520000,0.32
12793,UK,Personal Care,14.9,5,Standard,30,19.37,30.0,OK,520000,0.32
12794,UK,Food & Refreshment,2.04,1,Value,12,2.2848,12.00000000000001,OK,520000,0.32
12795,Spain,Food & Refreshment,3.88,6,Standard,28,4.9664,28.0,OK,410000,0.3
12796,Spain,Food & Refreshment,14.28,7,Standard,28,18.2784,28.00000000000002,OK,410000,0.3
12797,Germany,Food & Refreshment,14.4,1,Value,12,16.128,12.00000000000003,OK,460000,0.31
12798,Spain,Home Care,1.92,9,Premium,50,2.88,50.0,OK,410000,0.3
12799,UK,Personal Care,0.72,7,Standard,30,0.9359999999999999,30.0,OK,520000,0.32
12800,UK,Food & Refreshment,2.84,1,Value,12,3.1808,12.00000000000001,OK,520000,0.32
12801,Spain,Food & Refreshment,14.94,3,Value,12,16.7328,12.00000000000001,OK,410000,0.3
12802,France,Home Care,3.11,5,Standard,25,3.8875,25.0,OK,430000,0.29
12803,Spain,Food & Refreshment,7.79,4,Standard,28,9.9712,28.0,OK,410000,0.3
12804,Spain,Home Care,12.8,2,Value,10,14.08,10.00000000000001,OK,410000,0.3
12805,UK,Personal Care,0.8,1,Value,15,0.9199999999999999,14.99999999999999,OK,520000,0.32
12806,Germany,Personal Care,9.27,4,Standard,30,12.051,30.0,OK,460000,0.31
12807,UK,Food & Refreshment,4.52,7,Standard,28,5.7856,28.0,OK,520000,0.32
12808,Germany,Food & Refreshment,13.0,4,Standard,28,16.64,28.0,OK,460000,0.31
12809,UK,Food & Refreshment,4.61,9,Premium,55,7.145500000000001,55.00000000000001,OK,520000,0.32
12810,Spain,Home Care,10.46,8,Premium,50,15.69,50.0,OK,410000,0.3
12811,UK,Food & Refreshment,10.28,8,Premium,55,15.934,55.00000000000001,OK,520000,0.32
12812,UK,Food & Refreshment,3.71,5,Standard,28,4.7488,28.0,OK,520000,0.32
12813,UK,Personal Care,1.0,1,Value,15,1.15,14.99999999999999,OK,520000,0.32
12814,Spain,Food & Refreshment,6.43,9,Premium,55,9.9665,55.00000000000001,OK,410000,0.3
12815,Spain,Personal Care,4.69,2,Value,15,5.3935,14.99999999999999,OK,410000,0.3
12816,Spain,Food & Refreshment,12.23,6,Standard,28,15.6544,28.0,OK,410000,0.3
12817,Spain,Personal Care,12.11,10,Premium,60,19.376,60.00000000000001,OK,410000,0.3
12818,Germany,Food & Refreshment,7.13,5,Standard,28,9.1264,28.0,OK,460000,0.31
12819,Germany,Personal Care,9.29,10,Premium,60,14.864,60.00000000000001,OK,460000,0.31
12820,France,Home Care,9.26,8,Premium,50,13.89,50.0,OK,430000,0.29
12821,Spain,Personal Care,12.49,3,Value,15,14.3635,14.99999999999999,OK,410000,0.3
12822,Germany,Personal Care,6.66,6,Standard,30,8.658000000000001,30.00000000000003,OK,460000,0.31
12823,UK,Personal Care,4.49,6,Standard,30,5.837000000000001,30.0,OK,520000,0.32
12824,Spain,Food & Refreshment,4.34,10,Premium,55,6.727,55.00000000000001,OK,410000,0.3
12825,France,Food & Refreshment,8.27,3,Value,12,9.2624,12.00000000000001,OK,430000,0.29
12826,France,Food & Refreshment,7.01,7,Standard,28,8.9728,28.0,OK,430000,0.29
12827,France,Home Care,6.88,4,Standard,25,8.6,25.0,OK,430000,0.29
12828,UK,Home Care,1.82,5,Standard,25,2.275,25.0,OK,520000,0.32
12829,Germany,Personal Care,10.92,9,Premium,60,17.472,60.00000000000001,OK,460000,0.31
12830,UK,Home Care,3.6,6,Standard,25,4.5,25.0,OK,520000,0.32
12831,Spain,Personal Care,3.36,10,Premium,60,5.376,60.00000000000001,OK,410000,0.3
12832,France,Personal Care,6.48,4,Standard,30,8.424000000000001,30.0,OK,430000,0.29
12833,UK,Personal Care,3.8,8,Premium,60,6.08,60.00000000000001,OK,520000,0.32
12834,UK,Home Care,8.97,9,Premium,50,13.455,50.0,OK,520000,0.32
12835,Germany,Food & Refreshment,5.89,10,Premium,55,9.1295,55.00000000000001,OK,460000,0.31
12836,Germany,Home Care,7.01,5,Standard,25,8.7625,25.0,OK,460000,0.31
12837,France,Personal Care,8.29,2,Value,15,9.533499999999998,14.99999999999999,OK,430000,0.29
12838,UK,Personal Care,3.45,6,Standard,30,4.485,30.0,OK,520000,0.32
12839,UK,Home Care,2.76,8,Premium,50,4.14,50.0,OK,520000,0.32
12840,Germany,Personal Care,13.27,5,Standard,30,17.251,30.0,OK,460000,0.31
12841,UK,Personal Care,6.79,1,Value,15,7.8085,14.99999999999999,OK,520000,0.32
12842,UK,Home Care,6.48,8,Premium,50,9.72,50.0,OK,520000,0.32
12843,UK,Home Care,1.02,9,Premium,50,1.53,50.0,OK,520000,0.32
12844,Germany,Home Care,7.72,1,Value,10,8.492,10.00000000000001,OK,460000,0.31
12845,France,Personal Care,8.54,8,Premium,60,13.664,60.00000000000001,OK,430000,0.29
12846,Spain,Personal Care,8.6,10,Premium,60,13.76,60.00000000000001,OK,410000,0.3
12847,France,Food & Refreshment,10.75,2,Value,12,12.04,12.00000000000001,OK,430000,0.29
12848,Spain,Food & Refreshment,3.07,4,Standard,28,3.9296,28.0,OK,410000,0.3
12849,UK,Home Care,4.16,2,Value,10,4.576000000000001,10.00000000000001,OK,520000,0.32
12850,France,Food & Refreshment,12.26,2,Value,12,13.7312,12.00000000000001,OK,430000,0.29
12851,Spain,Personal Care,14.23,10,Premium,60,22.768,60.00000000000001,OK,410000,0.3
12852,Germany,Food & Refreshment,2.47,3,Value,12,2.7664,12.00000000000001,OK,460000,0.31
12853,Germany,Personal Care,7.72,8,Premium,60,12.352,60.00000000000001,OK,460000,0.31
12854,France,Home Care,3.61,4,Standard,25,4.5125,25.0,OK,430000,0.29
12855,France,Home Care,1.37,7,Standard,25,1.7125,25.0,OK,430000,0.29
12856,UK,Personal Care,5.22,10,Premium,60,8.352,60.00000000000001,OK,520000,0.32
12857,France,Food & Refreshment,2.58,3,Value,12,2.8896,12.00000000000001,OK,430000,0.29
12858,UK,Home Care,10.79,10,Premium,50,16.185,50.0,OK,520000,0.32
12859,UK,Home Care,8.24,3,Value,10,9.064000000000002,10.00000000000001,OK,520000,0.32
12860,Germany,Food & Refreshment,2.59,2,Value,12,2.9008,12.00000000000001,OK,460000,0.31
12861,Germany,Food & Refreshment,0.63,6,Standard,28,0.8064,28.0,OK,460000,0.31
12862,Spain,Personal Care,12.22,6,Standard,30,15.886,30.0,OK,410000,0.3
12863,Germany,Food & Refreshment,3.05,1,Value,12,3.416,12.00000000000001,OK,460000,0.31
12864,Germany,Food & Refreshment,9.29,7,Standard,28,11.8912,28.0,OK,460000,0.31
12865,France,Food & Refreshment,5.39,4,Standard,28,6.8992,28.0,OK,430000,0.29
12866,Germany,Personal Care,8.99,3,Value,15,10.3385,14.99999999999999,OK,460000,0.31
12867,Spain,Personal Care,5.08,8,Premium,60,8.128,60.00000000000001,OK,410000,0.3
12868,France,Home Care,1.76,2,Value,10,1.936,10.00000000000001,OK,430000,0.29
12869,Spain,Personal Care,3.73,9,Premium,60,5.968,60.00000000000001,OK,410000,0.3
12870,Germany,Home Care,3.23,8,Premium,50,4.845,50.0,OK,460000,0.31
12871,Spain,Food & Refreshment,6.71,8,Premium,55,10.4005,55.00000000000001,OK,410000,0.3
12872,France,Home Care,10.05,3,Value,10,11.055,10.00000000000001,OK,430000,0.29
12873,UK,Home Care,4.33,4,Standard,25,5.4125,25.0,OK,520000,0.32
12874,Spain,Food & Refreshment,0.68,2,Value,12,0.7616000000000002,12.00000000000001,OK,410000,0.3
12875,Spain,Home Care,8.02,2,Value,10,8.822000000000001,10.00000000000001,OK,410000,0.3
12876,France,Personal Care,9.28,4,Standard,30,12.064,30.0,OK,430000,0.29
12877,France,Personal Care,14.46,6,Standard,30,18.798,30.0,OK,430000,0.29
12878,Spain,Personal Care,9.05,5,Standard,30,11.765,30.0,OK,410000,0.3
12879,Germany,Personal Care,7.33,1,Value,15,8.429499999999999,14.99999999999999,OK,460000,0.31
12880,Spain,Home Care,8.81,10,Premium,50,13.215,50.0,OK,410000,0.3
12881,France,Home Care,13.95,1,Value,10,15.345,10.00000000000001,OK,430000,0.29
12882,UK,Food & Refreshment,12.51,6,Standard,28,16.0128,27.99999999999998,OK,520000,0.32
12883,UK,Home Care,5.18,3,Value,10,5.698,10.00000000000001,OK,520000,0.32
12884,Germany,Home Care,3.94,3,Value,10,4.334000000000001,10.00000000000001,OK,460000,0.31
12885,Spain,Home Care,4.31,7,Standard,25,5.387499999999999,25.0,OK,410000,0.3
12886,UK,Food & Refreshment,7.81,1,Value,12,8.747200000000001,12.00000000000001,OK,520000,0.32
12887,Spain,Personal Care,11.29,1,Value,15,12.9835,14.99999999999999,OK,410000,0.3
12888,France,Home Care,7.8,10,Premium,50,11.7,50.0,OK,430000,0.29
12889,UK,Food & Refreshment,1.48,3,Value,12,1.6576,12.00000000000001,OK,520000,0.32
12890,Germany,Food & Refreshment,10.99,8,Premium,55,17.0345,55.00000000000001,OK,460000,0.31
12891,France,Food & Refreshment,12.19,1,Value,12,13.6528,12.00000000000001,OK,430000,0.29
12892,Germany,Personal Care,4.7,10,Premium,60,7.52,60.00000000000001,OK,460000,0.31
12893,France,Home Care,10.13,4,Standard,25,12.6625,25.0,OK,430000,0.29
12894,UK,Food & Refreshment,6.69,9,Premium,55,10.3695,55.00000000000001,OK,520000,0.32
12895,Germany,Personal Care,13.39,4,Standard,30,17.407,30.0,OK,460000,0.31
12896,Germany,Food & Refreshment,12.76,10,Premium,55,19.778,54.99999999999999,OK,460000,0.31
12897,France,Food & Refreshment,8.12,8,Premium,55,12.586,55.00000000000001,OK,430000,0.29
12898,Germany,Food & Refreshment,10.53,7,Standard,28,13.4784,28.0,OK,460000,0.31
12899,France,Food & Refreshment,13.31,3,Value,12,14.9072,12.00000000000001,OK,430000,0.29
12900,France,Food & Refreshment,7.69,7,Standard,28,9.843200000000001,28.0,OK,430000,0.29
12901,France,Personal Care,5.04,7,Standard,30,6.552,30.0,OK,430000,0.29
12902,France,Home Care,11.43,10,Premium,50,17.145,50.0,OK,430000,0.29
12903,UK,Home Care,3.69,3,Value,10,4.059,10.00000000000001,OK,520000,0.32
12904,France,Home Care,6.13,2,Value,10,6.743,10.00000000000001,OK,430000,0.29
12905,Spain,Home Care,13.05,9,Premium,50,19.575,50.00000000000002,OK,410000,0.3
12906,Germany,Personal Care,11.0,1,Value,15,12.65,14.99999999999999,OK,460000,0.31
12907,Spain,Personal Care,6.36,7,Standard,30,8.268,30.0,OK,410000,0.3
12908,UK,Personal Care,3.61,4,Standard,30,4.693,30.0,OK,520000,0.32
12909,Spain,Food & Refreshment,5.66,2,Value,12,6.339200000000001,12.00000000000001,OK,410000,0.3
12910,Germany,Food & Refreshment,4.62,2,Value,12,5.1744,12.00000000000001,OK,460000,0.31
12911,Spain,Food & Refreshment,3.05,8,Premium,55,4.7275,55.00000000000001,OK,410000,0.3
12912,UK,Home Care,11.28,7,Standard,25,14.1,25.0,OK,520000,0.32
12913,France,Food & Refreshment,4.16,7,Standard,28,5.324800000000001,28.0,OK,430000,0.29
12914,Spain,Home Care,7.09,5,Standard,25,8.8625,25.00000000000002,OK,410000,0.3
12915,UK,Food & Refreshment,6.09,10,Premium,55,9.4395,55.00000000000001,OK,520000,0.32
12916,UK,Home Care,14.74,8,Premium,50,22.11,50.0,OK,520000,0.32
12917,Germany,Food & Refreshment,6.17,2,Value,12,6.910400000000001,12.00000000000001,OK,460000,0.31
12918,Germany,Food & Refreshment,1.66,2,Value,12,1.8592,12.00000000000001,OK,460000,0.31
12919,Spain,Personal Care,1.8,5,Standard,30,2.34,30.0,OK,410000,0.3
12920,France,Food & Refreshment,9.07,1,Value,12,10.1584,12.00000000000001,OK,430000,0.29
12921,UK,Food & Refreshment,9.19,6,Standard,28,11.7632,28.0,OK,520000,0.32
12922,Spain,Personal Care,6.57,4,Standard,30,8.541,30.0,OK,410000,0.3
12923,UK,Home Care,6.76,6,Standard,25,8.45,25.0,OK,520000,0.32
12924,UK,Personal Care,1.28,7,Standard,30,1.664,30.0,OK,520000,0.32
12925,France,Personal Care,7.99,3,Value,15,9.1885,14.99999999999999,OK,430000,0.29
12926,France,Home Care,7.82,8,Premium,50,11.73,50.0,OK,430000,0.29
12927,Spain,Food & Refreshment,2.67,7,Standard,28,3.4176,28.0,OK,410000,0.3
12928,France,Home Care,2.01,1,Value,10,2.211,10.00000000000001,OK,430000,0.29
12929,France,Food & Refreshment,2.29,6,Standard,28,2.9312,28.0,OK,430000,0.29
12930,Spain,Food & Refreshment,1.96,7,Standard,28,2.5088,28.0,OK,410000,0.3
