Region,Category,Recommended_selling_price,Brand_Strength_Score,Target_margin,Base_Cost,Actual_Is_Premium,Premium_Probability,Premium_Segment
UK,Personal Care,8.073,6,0.32,6.21,0,9.539026621511786e-06,Standard / Value
Germany,Personal Care,8.411,4,0.31,6.47,0,1.841836196208979e-12,Standard / Value
France,Personal Care,5.4395,1,0.29,4.73,0,1.580114577261182e-22,Standard / Value
France,Personal Care,15.296,8,0.29,9.56,1,0.9797850642063175,Strong Premium
Germany,Food & Refreshment,8.2432,6,0.31,6.44,0,9.526963549487862e-06,Standard / Value
Spain,Food & Refreshment,9.8304,6,0.3,7.68,0,9.464798337339183e-06,Standard / Value
Spain,Personal Care,20.432,8,0.3,12.77,1,0.9794511906269244,Strong Premium
France,Personal Care,14.3865,2,0.29,12.51,0,3.450172257248131e-19,Standard / Value
France,Personal Care,5.824000000000001,4,0.29,4.48,0,1.860868006706102e-12,Standard / Value
Spain,Home Care,5.7125,5,0.3,4.57,0,4.230173683710608e-09,Standard / Value
Spain,Personal Care,22.32,10,0.3,13.95,1,0.9999999959182724,Strong Premium
UK,Personal Care,19.292,4,0.32,14.84,0,1.763075362347338e-12,Standard / Value
Spain,Personal Care,17.992,6,0.3,13.84,0,9.164795685868453e-06,Standard / Value
UK,Home Care,14.58,10,0.32,9.72,1,0.9999999960080637,Strong Premium
UK,Home Care,12.51,10,0.32,8.34,1,0.9999999960367654,Strong Premium
Spain,Personal Care,15.3525,3,0.3,13.35,0,7.812323880327408e-16,Standard / Value
Germany,Food & Refreshment,9.1904,5,0.31,7.18,0,4.173096449112971e-09,Standard / Value
UK,Food & Refreshment,0.9145,8,0.32,0.59,1,0.9806970044986419,Strong Premium
Spain,Personal Care,3.266,3,0.3,2.84,0,8.253674490016619e-16,Standard / Value
France,Personal Care,1.573,7,0.29,1.21,0,0.02177898558064958,Standard / Value
France,Personal Care,1.296,9,0.29,0.81,1,0.9999913334208314,Strong Premium
Germany,Food & Refreshment,6.2155,9,0.31,4.01,1,0.9999911882941103,Strong Premium
UK,Personal Care,14.48,10,0.32,9.05,1,0.9999999960220245,Strong Premium
France,Food & Refreshment,13.299,10,0.29,8.58,1,0.9999999960310415,Strong Premium
Germany,Personal Care,7.436,4,0.31,5.72,0,1.849073498397013e-12,Standard / Value
UK,Home Care,10.186,1,0.32,9.26,0,1.543416716433222e-22,Standard / Value
UK,Home Care,3.410000000000001,3,0.32,3.1,0,8.243495747602578e-16,Standard / Value
France,Food & Refreshment,4.4016,3,0.29,3.93,0,8.206251176140459e-16,Standard / Value
Germany,Food & Refreshment,11.76,1,0.31,10.5,0,1.533345539479667e-22,Standard / Value
France,Home Care,12.33,9,0.29,8.22,1,0.999990991035296,Strong Premium
UK,Personal Care,13.611,7,0.32,10.47,0,0.02077478500164312,Standard / Value
UK,Personal Care,17.914,6,0.32,13.78,0,9.168822241983093e-06,Standard / Value
Germany,Personal Care,18.005,7,0.31,13.85,0,0.02041701758457106,Standard / Value
Spain,Home Care,14.46,10,0.3,9.64,1,0.9999999960092323,Strong Premium
Germany,Personal Care,1.725,2,0.31,1.5,0,3.655087993018861e-19,Standard / Value
Spain,Home Care,21.945,9,0.3,14.63,1,0.9999906845481185,Strong Premium
France,Personal Care,22.816,10,0.29,14.26,1,0.9999999959113941,Strong Premium
France,Personal Care,18.288,10,0.29,11.43,1,0.9999999959714514,Strong Premium
Germany,Home Care,8.129,2,0.31,7.39,0,3.544233043482245e-19,Standard / Value
Germany,Home Care,8.0625,4,0.31,6.45,0,1.842028822820223e-12,Standard / Value
Spain,Home Care,10.516,3,0.3,9.56,0,7.968689934483701e-16,Standard / Value
UK,Food & Refreshment,10.0096,5,0.32,7.82,0,4.159415509529074e-09,Standard / Value
France,Personal Care,3.042,4,0.29,2.34,0,1.881807879602826e-12,Standard / Value
France,Home Care,5.4375,4,0.29,4.35,0,1.862133381310615e-12,Standard / Value
Spain,Food & Refreshment,3.4384,2,0.3,3.07,0,3.624977172837227e-19,Standard / Value
Spain,Personal Care,8.625,2,0.3,7.5,0,3.541972745520394e-19,Standard / Value
UK,Home Care,8.45,6,0.32,6.76,0,9.51163291179911e-06,Standard / Value
Spain,Food & Refreshment,13.7424,3,0.3,12.27,0,7.856566764562151e-16,Standard / Value
UK,Personal Care,18.707,4,0.32,14.39,0,1.767228793516834e-12,Standard / Value
Germany,Personal Care,7.059,6,0.31,5.43,0,9.57741011455618e-06,Standard / Value
Germany,Home Care,11.6125,4,0.31,9.29,0,1.814876520629045e-12,Standard / Value
Germany,Home Care,5.350000000000001,4,0.31,4.28,0,1.863048932670187e-12,Standard / Value
Spain,Personal Care,8.398,5,0.3,6.46,0,4.18857416079482e-09,Standard / Value
France,Home Care,21.195,10,0.29,14.13,1,0.9999999959141725,Strong Premium
Germany,Personal Care,1.518,1,0.31,1.32,0,1.608743637339159e-22,Standard / Value
Germany,Home Care,12.625,5,0.31,10.1,0,4.109863627565047e-09,Standard / Value
Spain,Home Care,18.06,8,0.3,12.04,1,0.9795278756030227,Strong Premium
UK,Personal Care,13.696,8,0.32,8.56,1,0.9798920806497051,Strong Premium
Germany,Home Care,1.265,1,0.31,1.15,0,1.610174313629729e-22,Standard / Value
Spain,Personal Care,6.981000000000001,4,0.3,5.37,0,1.852344372609421e-12,Standard / Value
Germany,Food & Refreshment,8.2925,9,0.31,5.35,1,0.9999911263363226,Strong Premium
France,Personal Care,6.072,1,0.29,5.28,0,1.575576838404095e-22,Standard / Value
UK,Food & Refreshment,3.5584,6,0.32,2.78,0,9.711652914082076e-06,Standard / Value
Spain,Home Care,5.4625,7,0.3,4.37,0,0.02143104384105525,Standard / Value
Spain,Home Care,2.125,4,0.3,1.7,0,1.888234427724032e-12,Standard / Value
France,Home Care,13.625,7,0.29,10.9,0,0.02072527213770089,Standard / Value
Germany,Personal Care,3.653,7,0.31,2.81,0,0.02160410912177792,Standard / Value
France,Home Care,10.109,1,0.29,9.19,0,1.543691070004072e-22,Standard / Value
France,Food & Refreshment,16.448,6,0.29,12.85,0,9.211782929103165e-06,Standard / Value
Germany,Home Care,3.9125,7,0.31,3.13,0,0.02156876917176841,Standard / Value
Germany,Personal Care,4.806999999999999,2,0.31,4.18,0,3.604224549135257e-19,Standard / Value
France,Home Care,15.774,2,0.29,14.34,0,3.417315232620457e-19,Standard / Value
Spain,Food & Refreshment,11.5072,4,0.3,8.99,0,1.817611632867619e-12,Standard / Value
UK,Personal Care,5.657999999999999,2,0.32,4.92,0,3.59053062689624e-19,Standard / Value
France,Personal Care,13.1215,3,0.29,11.41,0,7.891481043205926e-16,Standard / Value
France,Personal Care,7.712000000000001,8,0.29,4.82,1,0.9802701719072544,Strong Premium
Germany,Food & Refreshment,17.2544,7,0.31,13.48,0,0.0204557478832941,Standard / Value
France,Food & Refreshment,14.336,7,0.29,11.2,0,0.02069345858735075,Standard / Value
France,Personal Care,1.014,7,0.29,0.78,0,0.02182693934565497,Standard / Value
Germany,Personal Care,23.504,8,0.31,14.69,1,0.9792494290061137,Strong Premium
Spain,Personal Care,9.997000000000002,7,0.3,7.69,0,0.02106998216019572,Standard / Value
UK,Personal Care,17.264,5,0.32,13.28,0,4.042343591790292e-09,Standard / Value
UK,Home Care,1.76,1,0.32,1.6,0,1.606490821921076e-22,Standard / Value
Spain,Home Care,14.0875,7,0.3,11.27,0,0.02068731376798736,Standard / Value
Germany,Food & Refreshment,11.7025,8,0.31,7.55,1,0.9799946458680323,Strong Premium
France,Personal Care,7.072000000000001,6,0.29,5.44,0,9.575707308276247e-06,Standard / Value
France,Home Care,7.964000000000001,2,0.29,7.24,0,3.546568813025114e-19,Standard / Value
Spain,Personal Care,5.28,9,0.3,3.3,1,0.9999912203959715,Strong Premium
Germany,Personal Care,11.1435,3,0.31,9.69,0,7.963774774265629e-16,Standard / Value
UK,Home Care,14.7,8,0.32,9.8,1,0.9797639268296043,Strong Premium
Germany,Food & Refreshment,0.8064,6,0.31,0.63,0,9.82083175130354e-06,Standard / Value
Germany,Home Care,3.78,10,0.31,2.52,1,0.9999999961553179,Strong Premium
UK,Personal Care,3.52,8,0.32,2.2,1,0.9805369910460588,Strong Premium
France,Food & Refreshment,4.1344,4,0.29,3.23,0,1.873070771495405e-12,Standard / Value
France,Home Care,17.1125,7,0.29,13.69,0,0.02043124467280795,Standard / Value
Germany,Personal Care,17.108,6,0.31,13.16,0,9.198017635392201e-06,Standard / Value
UK,Home Care,11.145,10,0.32,7.43,1,0.999999996055579,Strong Premium
Spain,Home Care,1.675,7,0.3,1.34,0,0.02176584449577989,Standard / Value
Spain,Home Care,7.74,10,0.3,5.16,1,0.9999999961016319,Strong Premium
Germany,Personal Care,3.12,4,0.31,2.4,0,1.881453731558848e-12,Standard / Value
UK,Food & Refreshment,3.2256,7,0.32,2.52,0,0.02163751342976087,Standard / Value
Germany,Food & Refreshment,1.86,10,0.31,1.2,1,0.9999999961817632,Strong Premium
Germany,Personal Care,11.201,3,0.31,9.74,0,7.961692946586595e-16,Standard / Value
Germany,Home Care,15.66,9,0.31,10.44,1,0.9999908869928386,Strong Premium
Spain,Home Care,14.3125,4,0.3,11.45,0,1.794381132137045e-12,Standard / Value
UK,Personal Care,4.511,6,0.32,3.47,0,9.676677135248946e-06,Standard / Value
France,Personal Care,14.235,4,0.29,10.95,0,1.798965705437446e-12,Standard / Value
Germany,Personal Care,16.302,6,0.31,12.54,0,9.227885121008014e-06,Standard / Value
Germany,Home Care,1.185,8,0.31,0.79,1,0.9806760080944215,Strong Premium
UK,Home Care,4.425,4,0.32,3.54,0,1.87038917443703e-12,Standard / Value
Spain,Food & Refreshment,21.9015,10,0.3,14.13,1,0.999999995914429,Strong Premium
UK,Home Care,17.9875,7,0.32,14.39,0,0.02036187299584259,Standard / Value
Germany,Home Care,4.17,8,0.31,2.78,1,0.9804778272040668,Strong Premium
France,Home Care,2.25,7,0.29,1.8,0,0.02171335615284299,Standard / Value
France,Home Care,18.3875,6,0.29,14.71,0,9.122626013826343e-06,Standard / Value
France,Food & Refreshment,14.1792,2,0.29,12.66,0,3.447467213408838e-19,Standard / Value
France,Food & Refreshment,13.3632,6,0.29,10.44,0,9.328600605583616e-06,Standard / Value
UK,Home Care,3.57,9,0.32,2.38,1,0.9999912636261217,Strong Premium
France,Home Care,4.275,6,0.29,3.42,0,9.677385128565406e-06,Standard / Value
Spain,Food & Refreshment,15.0416,2,0.3,13.43,0,3.433830176693038e-19,Standard / Value
France,Home Care,16.0625,7,0.29,12.85,0,0.02051933671499801,Standard / Value
UK,Personal Care,5.642,5,0.32,4.34,0,4.23579582936399e-09,Standard / Value
Spain,Home Care,8.129,2,0.3,7.39,0,3.54401061038454e-19,Standard / Value
Germany,Home Care,6.885,10,0.31,4.59,1,0.9999999961134776,Strong Premium
France,Home Care,0.682,1,0.29,0.62,0,1.614440168196331e-22,Standard / Value
Spain,Personal Care,6.739,3,0.3,5.86,0,8.124361450960195e-16,Standard / Value
Spain,Home Care,2.575,6,0.3,2.06,0,9.74706062873465e-06,Standard / Value
Germany,Food & Refreshment,8.323500000000001,10,0.31,5.37,1,0.9999999960975938,Strong Premium
Germany,Food & Refreshment,14.012,9,0.31,9.04,1,0.9999909534603989,Strong Premium
France,Food & Refreshment,10.5056,2,0.29,9.38,0,3.50710426355154e-19,Standard / Value
France,Home Care,10.05,10,0.29,6.7,1,0.9999999960698667,Strong Premium
France,Home Care,17.3,4,0.29,13.84,0,1.771984832706386e-12,Standard / Value
UK,Personal Care,18.213,7,0.32,14.01,0,0.02040154585764088,Standard / Value
Spain,Food & Refreshment,4.9664,6,0.3,3.88,0,9.654742166084324e-06,Standard / Value
Germany,Personal Care,12.65,1,0.31,11.0,0,1.529341899524567e-22,Standard / Value
Germany,Food & Refreshment,2.4025,8,0.31,1.55,1,0.9806005547706683,Strong Premium
Spain,Personal Care,2.886499999999999,3,0.3,2.51,0,8.2679288789509e-16,Standard / Value
Germany,Home Care,1.881,2,0.31,1.71,0,3.651076636289758e-19,Standard / Value
Spain,Home Care,2.34,10,0.3,1.56,1,0.9999999961743289,Strong Premium
Spain,Home Care,4.433000000000001,3,0.3,4.03,0,8.202476089530906e-16,Standard / Value
Germany,Home Care,4.23,10,0.31,2.82,1,0.999999996149282,Strong Premium
Germany,Personal Care,14.326,7,0.31,11.02,0,0.02071508716469025,Standard / Value
UK,Food & Refreshment,12.0435,10,0.32,7.77,1,0.9999999960485602,Strong Premium
France,Food & Refreshment,3.9536,3,0.29,3.53,0,8.223433093705695e-16,Standard / Value
Spain,Food & Refreshment,13.0816,2,0.3,11.68,0,3.465396062802974e-19,Standard / Value
Germany,Home Care,0.8910000000000001,3,0.31,0.81,0,8.342275132198264e-16,Standard / Value
UK,Personal Care,19.37,5,0.32,14.9,0,4.008246080012389e-09,Standard / Value
UK,Food & Refreshment,10.8192,1,0.32,9.66,0,1.540191924732688e-22,Standard / Value
Germany,Home Care,11.22,9,0.31,7.48,1,0.9999910269533474,Strong Premium
France,Home Care,15.345,3,0.29,13.95,0,7.787363486822323e-16,Standard / Value
France,Personal Care,3.718,7,0.29,2.86,0,0.02159593113646975,Standard / Value
Germany,Food & Refreshment,5.952,10,0.31,3.84,1,0.9999999961286894,Strong Premium
Germany,Personal Care,6.435,5,0.31,4.95,0,4.2220416783563e-09,Standard / Value
UK,Personal Care,15.7435,1,0.32,13.69,0,1.508075688186554e-22,Standard / Value
Germany,Home Care,5.205,8,0.31,3.47,1,0.9804086471899317,Strong Premium
Germany,Home Care,16.215,8,0.31,10.81,1,0.9796577019725569,Strong Premium
Germany,Personal Care,16.211,7,0.31,12.47,0,0.02056183768559695,Standard / Value
Germany,Food & Refreshment,2.1545,9,0.31,1.39,1,0.9999913081884308,Strong Premium
UK,Home Care,5.0625,5,0.32,4.05,0,4.242223815209752e-09,Standard / Value
France,Personal Care,13.546,4,0.29,10.42,0,1.803958150055197e-12,Standard / Value
UK,Personal Care,15.015,7,0.32,11.55,0,0.02066021245598261,Standard / Value
UK,Food & Refreshment,10.7008,4,0.32,8.36,0,1.823838043744011e-12,Standard / Value
Spain,Food & Refreshment,10.726,8,0.3,6.92,1,0.9800579009804657,Strong Premium
UK,Personal Care,12.857,3,0.32,11.18,0,7.902465230388204e-16,Standard / Value
France,Food & Refreshment,12.0064,7,0.29,9.38,0,0.02088719797729453,Standard / Value
UK,Personal Care,21.6,10,0.32,13.5,1,0.9999999959283767,Strong Premium
UK,Home Care,4.5,6,0.32,3.6,0,9.67010161105764e-06,Standard / Value
Germany,Personal Care,1.937,7,0.31,1.49,0,0.02175048589276323,Standard / Value
Germany,Personal Care,5.057,5,0.31,3.89,0,4.245508003587375e-09,Standard / Value
France,Food & Refreshment,1.9065,8,0.29,1.23,1,0.9806299755964134,Strong Premium
UK,Food & Refreshment,14.911,8,0.32,9.62,1,0.9797825793133917,Strong Premium
Spain,Food & Refreshment,12.5552,2,0.3,11.21,0,3.473923078865136e-19,Standard / Value
France,Personal Care,11.088,8,0.29,6.93,1,0.9800556522638524,Strong Premium
France,Personal Care,12.155,5,0.29,9.35,0,4.12549503166436e-09,Standard / Value
Germany,Personal Care,17.732,5,0.31,13.64,0,4.0344881693335e-09,Standard / Value
Germany,Home Care,5.64,8,0.31,3.76,1,0.9803794998757497,Strong Premium
UK,Food & Refreshment,7.0784,6,0.32,5.53,0,9.57300430174539e-06,Standard / Value
UK,Food & Refreshment,12.431,10,0.32,8.02,1,0.9999999960433914,Strong Premium
Germany,Food & Refreshment,4.309,9,0.31,2.78,1,0.9999912447849495,Strong Premium
Spain,Food & Refreshment,6.4945,10,0.3,4.19,1,0.9999999961213546,Strong Premium
Spain,Food & Refreshment,10.168,9,0.3,6.56,1,0.9999910694546867,Strong Premium
UK,Home Care,15.9,10,0.32,10.6,1,0.9999999959896526,Strong Premium
France,Food & Refreshment,15.5136,6,0.29,12.12,0,9.247012248720594e-06,Standard / Value
UK,Food & Refreshment,0.6944,1,0.32,0.62,0,1.614744169092065e-22,Standard / Value
Spain,Home Care,16.53,9,0.3,11.02,1,0.9999908587397226,Strong Premium
UK,Personal Care,0.575,2,0.32,0.5,0,3.674480843859715e-19,Standard / Value
UK,Personal Care,12.636,7,0.32,9.72,0,0.0208547149215898,Standard / Value
Spain,Home Care,13.4,7,0.3,10.72,0,0.02074565821371731,Standard / Value
France,Personal Care,0.8960000000000001,8,0.29,0.56,1,0.9806964097803521,Strong Premium
France,Home Care,14.7,4,0.29,11.76,0,1.791362423555533e-12,Standard / Value
UK,Home Care,12.243,2,0.32,11.13,0,3.475812838573993e-19,Standard / Value
UK,Home Care,1.1875,5,0.32,0.95,0,4.311549231525644e-09,Standard / Value
Spain,Food & Refreshment,2.0096,6,0.3,1.57,0,9.772066072568085e-06,Standard / Value
UK,Personal Care,3.523,4,0.32,2.71,0,1.878524321542002e-12,Standard / Value
Germany,Personal Care,4.991,3,0.31,4.34,0,8.189704892867091e-16,Standard / Value
UK,Food & Refreshment,12.121,10,0.32,7.82,1,0.999999996047527,Strong Premium
Germany,Personal Care,11.712,9,0.31,7.32,1,0.9999910344572458,Strong Premium
UK,Personal Care,4.608,9,0.32,2.88,1,0.9999912407555072,Strong Premium
UK,Home Care,11.9625,4,0.32,9.57,0,1.812335045584367e-12,Standard / Value
France,Personal Care,0.759,2,0.29,0.66,0,3.670716754670879e-19,Standard / Value
Spain,Food & Refreshment,8.1024,4,0.3,6.33,0,1.843069328873002e-12,Standard / Value
UK,Home Care,12.85,4,0.32,10.28,0,1.805619156803104e-12,Standard / Value
Germany,Food & Refreshment,16.1792,7,0.31,12.64,0,0.02054394335863692,Standard / Value
Spain,Personal Care,11.472,9,0.3,7.17,1,0.9999910409241919,Strong Premium
Spain,Food & Refreshment,4.2935,8,0.3,2.77,1,0.9804776267605388,Strong Premium
Spain,Personal Care,13.984,3,0.3,12.16,0,7.861087019943158e-16,Standard / Value
France,Home Care,13.4625,6,0.29,10.77,0,9.312517706846424e-06,Standard / Value
Spain,Home Care,2.959,2,0.3,2.69,0,3.632187135074841e-19,Standard / Value
UK,Personal Care,1.886,2,0.32,1.64,0,3.652642502595092e-19,Standard / Value
Spain,Food & Refreshment,3.4608,3,0.3,3.09,0,8.242892073830085e-16,Standard / Value
France,Personal Care,15.509,4,0.29,11.93,0,1.78977075753186e-12,Standard / Value
UK,Personal Care,7.475,3,0.32,6.5,0,8.098235054916391e-16,Standard / Value
Germany,Home Care,5.300000000000001,6,0.31,4.24,0,9.637190033172296e-06,Standard / Value
Spain,Food & Refreshment,8.246,9,0.3,5.32,1,0.999991127171347,Strong Premium
Germany,Personal Care,0.7150000000000001,7,0.31,0.55,0,0.02185531460480527,Standard / Value
France,Food & Refreshment,14.2912,3,0.29,12.76,0,7.835970828090233e-16,Standard / Value
Spain,Personal Care,15.916,2,0.3,13.84,0,3.426476410874914e-19,Standard / Value
Germany,Personal Care,12.532,5,0.31,9.64,0,4.119761007174959e-09,Standard / Value
UK,Home Care,14.6625,7,0.32,11.73,0,0.02064117726054993,Standard / Value
Germany,Home Care,4.796000000000001,2,0.31,4.36,0,3.600833824222841e-19,Standard / Value
France,Food & Refreshment,10.9312,6,0.29,8.54,0,9.421740924429716e-06,Standard / Value
Spain,Personal Care,3.042,4,0.3,2.34,0,1.881925987701802e-12,Standard / Value
UK,Personal Care,7.696,8,0.32,4.81,1,0.9802748241802586,Strong Premium
Germany,Food & Refreshment,19.5765,10,0.31,12.63,1,0.9999999959466028,Strong Premium
Spain,Food & Refreshment,2.9568,6,0.3,2.31,0,9.734327410169484e-06,Standard / Value
Spain,Food & Refreshment,7.936000000000001,4,0.3,6.2,0,1.844322600526182e-12,Standard / Value
France,Home Care,5.595,10,0.29,3.73,1,0.9999999961304298,Strong Premium
Germany,Home Care,5.401000000000001,2,0.31,4.91,0,3.590493027550735e-19,Standard / Value
Spain,Food & Refreshment,14.6176,7,0.3,11.42,0,0.02067142954206987,Standard / Value
Germany,Personal Care,10.12,2,0.31,8.8,0,3.518198260477216e-19,Standard / Value
France,Home Care,5.148,1,0.29,4.68,0,1.580527746455845e-22,Standard / Value
UK,Home Care,4.081,3,0.32,3.71,0,8.217243808344308e-16,Standard / Value
UK,Home Care,9.4125,7,0.32,7.53,0,0.02108983666208484,Standard / Value
UK,Home Care,6.248,3,0.32,5.68,0,8.133032567930315e-16,Standard / Value
UK,Food & Refreshment,20.336,8,0.32,13.12,1,0.9794168548026827,Strong Premium
Germany,Food & Refreshment,4.4928,5,0.31,3.51,0,4.253952181521655e-09,Standard / Value
Germany,Home Care,8.371,3,0.31,7.61,0,8.050862861218979e-16,Standard / Value
Spain,Personal Care,5.52,9,0.3,3.45,1,0.9999912135071447,Strong Premium
UK,Personal Care,3.104,9,0.32,1.94,1,0.9999912837028607,Strong Premium
UK,Home Care,8.2125,6,0.32,6.57,0,9.52108728792131e-06,Standard / Value
Spain,Personal Care,18.434,4,0.3,14.18,0,1.768948352164765e-12,Standard / Value
Spain,Food & Refreshment,2.5088,7,0.3,1.96,0,0.02169692383703997,Standard / Value
UK,Personal Care,11.0285,3,0.32,9.59,0,7.968440155469203e-16,Standard / Value
Spain,Home Care,3.091,1,0.3,2.81,0,1.596158272865724e-22,Standard / Value
Spain,Home Care,7.007000000000001,3,0.3,6.37,0,8.102724650512573e-16,Standard / Value
UK,Personal Care,21.872,10,0.32,13.67,1,0.9999999959247556,Strong Premium
France,Home Care,7.007000000000001,1,0.29,6.37,0,1.566622332803485e-22,Standard / Value
Germany,Personal Care,5.472,8,0.31,3.42,1,0.9804136682982719,Strong Premium
Germany,Food & Refreshment,16.5632,6,0.31,12.94,0,9.20860469401436e-06,Standard / Value
Spain,Home Care,4.873,2,0.3,4.43,0,3.599290167992467e-19,Standard / Value
France,Personal Care,3.7375,3,0.29,3.25,0,8.235481836532067e-16,Standard / Value
UK,Personal Care,1.495,3,0.32,1.3,0,8.321450376273625e-16,Standard / Value
France,Home Care,13.409,2,0.29,12.19,0,3.455950113420774e-19,Standard / Value
UK,Personal Care,17.808,9,0.32,11.13,1,0.9999908546283794,Strong Premium
UK,Personal Care,8.645000000000001,6,0.32,6.65,0,9.517105353127691e-06,Standard / Value
Germany,Home Care,10.675,5,0.31,8.54,0,4.143525408206816e-09,Standard / Value
UK,Food & Refreshment,15.7136,1,0.32,14.03,0,1.505396960064783e-22,Standard / Value
UK,Home Care,12.885,9,0.32,8.59,1,0.9999909752882592,Strong Premium
France,Home Care,3.25,5,0.29,2.6,0,4.273705618076278e-09,Standard / Value
Spain,Home Care,5.535,9,0.3,3.69,1,0.9999912024737769,Strong Premium
France,Personal Care,2.864,8,0.29,1.79,1,0.9805742766124955,Strong Premium
Germany,Food & Refreshment,2.666,9,0.31,1.72,1,0.9999912931774942,Strong Premium
France,Home Care,6.633000000000001,2,0.29,6.03,0,3.569079095894041e-19,Standard / Value
UK,Personal Care,2.1275,2,0.32,1.85,0,3.648633829723281e-19,Standard / Value
France,Food & Refreshment,2.2165,8,0.29,1.43,1,0.9806101010964231,Strong Premium
UK,Food & Refreshment,3.8905,8,0.32,2.51,1,0.9805060320721432,Strong Premium
Germany,Home Care,9.625,2,0.31,8.75,0,3.519118200817559e-19,Standard / Value
France,Food & Refreshment,13.5935,9,0.29,8.77,1,0.9999909650892685,Strong Premium
France,Personal Care,11.937,1,0.29,10.38,0,1.534115393894747e-22,Standard / Value
UK,Personal Care,15.938,4,0.32,12.26,0,1.787021523745273e-12,Standard / Value
Germany,Home Care,4.0375,4,0.31,3.23,0,1.873305898335766e-12,Standard / Value
Germany,Food & Refreshment,2.79,10,0.31,1.8,1,0.9999999961697652,Strong Premium
UK,Personal Care,16.79,3,0.32,14.6,0,7.762402098301788e-16,Standard / Value
Germany,Personal Care,12.701,5,0.31,9.77,0,4.116961507962934e-09,Standard / Value
Spain,Personal Care,10.023,7,0.3,7.71,0,0.02106782522730153,Standard / Value
Germany,Home Care,6.303000000000001,2,0.31,5.73,0,3.575130956046747e-19,Standard / Value
Spain,Home Care,18.135,10,0.3,12.09,1,0.9999999959577781,Strong Premium
Germany,Food & Refreshment,11.9728,2,0.31,10.69,0,3.483600302871928e-19,Standard / Value
France,Home Care,2.101,3,0.29,1.91,0,8.293388531147308e-16,Standard / Value
UK,Personal Care,6.5665,2,0.32,5.71,0,3.575729267345151e-19,Standard / Value
Spain,Home Care,8.646,1,0.3,7.86,0,1.554561607409449e-22,Standard / Value
Germany,Food & Refreshment,16.8576,7,0.31,13.17,0,0.02048825296912603,Standard / Value
Spain,Home Care,5.274999999999999,7,0.3,4.22,0,0.02144749898248322,Standard / Value
UK,Food & Refreshment,2.8365,10,0.32,1.83,1,0.9999999961694048,Strong Premium
UK,Personal Care,1.334,2,0.32,1.16,0,3.661821729602613e-19,Standard / Value
France,Personal Care,3.872,8,0.29,2.42,1,0.9805114275920155,Strong Premium
France,Home Care,17.6125,6,0.29,14.09,0,9.152248692609522e-06,Standard / Value
UK,Home Care,16.025,7,0.32,12.82,0,0.02052627481337023,Standard / Value
France,Home Care,12.826,2,0.29,11.66,0,3.46554097971179e-19,Standard / Value
UK,Personal Care,6.201,4,0.32,4.77,0,1.858398218244736e-12,Standard / Value
UK,Home Care,17.95,7,0.32,14.36,0,0.02036500231537513,Standard / Value
UK,Personal Care,17.329,7,0.32,13.33,0,0.02047272838920562,Standard / Value
Spain,Food & Refreshment,11.5785,10,0.3,7.47,1,0.9999999960542587,Strong Premium
UK,Personal Care,15.744,8,0.32,9.84,1,0.9797597795450502,Strong Premium
France,Personal Care,9.66,2,0.29,8.4,0,3.525122012957248e-19,Standard / Value
Germany,Home Care,1.875,10,0.31,1.25,1,0.9999999961807648,Strong Premium
Spain,Personal Care,13.9265,1,0.3,12.11,0,1.520395718016799e-22,Standard / Value
Germany,Food & Refreshment,0.6496000000000001,2,0.31,0.58,0,3.672713567055096e-19,Standard / Value
Germany,Personal Care,1.311,1,0.31,1.14,0,1.61025851066992e-22,Standard / Value
Germany,Home Care,5.699999999999999,4,0.31,4.56,0,1.860323239394655e-12,Standard / Value
Germany,Home Care,10.605,8,0.31,7.07,1,0.9800437932783691,Strong Premium
France,Personal Care,19.214,6,0.29,14.78,0,9.119287547132447e-06,Standard / Value
UK,Food & Refreshment,6.8224,6,0.32,5.33,0,9.583020750492375e-06,Standard / Value
Germany,Food & Refreshment,2.48,10,0.31,1.6,1,0.9999999961737689,Strong Premium
UK,Home Care,13.486,1,0.32,12.26,0,1.519394385687296e-22,Standard / Value
Germany,Food & Refreshment,4.032000000000001,1,0.31,3.6,0,1.589678145298039e-22,Standard / Value
France,Food & Refreshment,4.267200000000001,2,0.29,3.81,0,3.610751144793638e-19,Standard / Value
France,Personal Care,17.28,10,0.29,10.8,1,0.9999999959847004,Strong Premium
France,Home Care,7.073,3,0.29,6.43,0,8.099674575222965e-16,Standard / Value
France,Food & Refreshment,2.1952,1,0.29,1.96,0,1.603167707796915e-22,Standard / Value
France,Personal Care,2.847,4,0.29,2.19,0,1.883284433982123e-12,Standard / Value
UK,Food & Refreshment,14.7728,3,0.32,13.19,0,7.819844129496372e-16,Standard / Value
UK,Personal Care,12.142,6,0.32,9.34,0,9.384177838409724e-06,Standard / Value
Germany,Food & Refreshment,1.472,5,0.31,1.15,0,4.306772326825957e-09,Standard / Value
UK,Food & Refreshment,16.8175,8,0.32,10.85,1,0.97965478431768,Strong Premium
Spain,Personal Care,10.725,7,0.3,8.25,0,0.02100966963973761,Standard / Value
UK,Food & Refreshment,12.0704,4,0.32,9.43,0,1.813662250778369e-12,Standard / Value
UK,Personal Care,13.0755,1,0.32,11.37,0,1.526481738289032e-22,Standard / Value
Spain,Home Care,3.729000000000001,2,0.3,3.39,0,3.618916727504888e-19,Standard / Value
